Ano;Nro Mês;Mês;Nro Bimestre;Bimestre;Nro Trimestre;Trimestre;Nro Quadrimestre;Quadrimestre;Nro Semestre;Semestre;Código Poder;Poder;Código Órgão;Órgão;Código Unidade Gestora;Unidade Gestora;Código Gestão;Gestão;Código Tipo Entidade;Tipo Entidade;Código Função;Função;Código Subfunção;Subfunção;Código Programa;Programa;Código Ação;Ação;Código Subação;Subação;Código Identificador Uso;Identificador Uso;Código Fonte Recurso;Fonte Recurso;Código Grupo Fonte Recurso;Grupo Fonte Recurso;Código Especificação Fonte;Especificação Fonte;Código Tipo Fonte;Tipo Fonte;Código Categoria Econômica;Categoria Econômica;Código Grupo Natureza Despesa;Grupo Natureza Despesa;Código Modalidade Aplicação;Modalidade Aplicação;Código Elemento;Elemento;Código Subelemento;Subelemento;Código Credor;Credor;Indicador Despesa Emergencial;Descrição Indicador Despesa Emergencial;Vl Dotação Inicial;Vl Dotação Atualizada;Vl Empenhado;Vl Liquidado;Vl Pago Orçamentário
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;26000;Secretaria de Estado do Desenvolvimento Social                                                                                                        ;260093;Fundo Estadual de Assistência Social                                                                                                                  ;26093;Fundo Estadual de Assistência Social                                                                                                                  ;6;Fundos Especiais                                                                          ;8;Assistência Social                                                                                                                                    ;244;Assistência Comunitária                                                                                                                               ;560;Proteção e Desenvolvimento Social Sustentável                                                                                                         ;993;"2012, 2013, 2014, 2015: Projetos comunitários; 2017, 2018, 2019: Realização de ações; 2020: Serviços de proteção social especial                      ";9459;"2010: Co-financiamento a Serviços de Proteção Social Especial de Média Complexidade - SST; 2011: Co-financiamento a serviços de proteção social especi";0;Recursos não destinados a contrapartida                                                                                                               ;129000102;Outras Transferências-Rec.do Tesouro - Exercício Corrente - Recursos do SUS e SUAS - Aux.Financeiro da L.C.173, art.5, Inciso I                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;29;Operações de Credito Interna - Recursos do Tesouro - Exercício Corrente                                                                               ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;41;Transferências a Municípios Fundo a Fundo                                                                                                             ;41;Contribuições                                                                                                                                         ;33414103;Transferências Fundo a Fundo                                                                                                                          ;350405;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE MAREMA                                                                                                                                                                                                                ;0;Enfrentamento do COVID-19;0;0;0;19.132,65;19.132,65
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;26000;Secretaria de Estado do Desenvolvimento Social                                                                                                        ;260093;Fundo Estadual de Assistência Social                                                                                                                  ;26093;Fundo Estadual de Assistência Social                                                                                                                  ;6;Fundos Especiais                                                                          ;8;Assistência Social                                                                                                                                    ;244;Assistência Comunitária                                                                                                                               ;560;Proteção e Desenvolvimento Social Sustentável                                                                                                         ;993;"2012, 2013, 2014, 2015: Projetos comunitários; 2017, 2018, 2019: Realização de ações; 2020: Serviços de proteção social especial                      ";9459;"2010: Co-financiamento a Serviços de Proteção Social Especial de Média Complexidade - SST; 2011: Co-financiamento a serviços de proteção social especi";0;Recursos não destinados a contrapartida                                                                                                               ;129000102;Outras Transferências-Rec.do Tesouro - Exercício Corrente - Recursos do SUS e SUAS - Aux.Financeiro da L.C.173, art.5, Inciso I                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;29;Operações de Credito Interna - Recursos do Tesouro - Exercício Corrente                                                                               ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;41;Transferências a Municípios Fundo a Fundo                                                                                                             ;41;Contribuições                                                                                                                                         ;33414103;Transferências Fundo a Fundo                                                                                                                          ;343148;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE MONDAI                                                                                                                                                                                                                ;0;Enfrentamento do COVID-19;0;0;0;0;19.132,65
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;26000;Secretaria de Estado do Desenvolvimento Social                                                                                                        ;260093;Fundo Estadual de Assistência Social                                                                                                                  ;26093;Fundo Estadual de Assistência Social                                                                                                                  ;6;Fundos Especiais                                                                          ;8;Assistência Social                                                                                                                                    ;244;Assistência Comunitária                                                                                                                               ;560;Proteção e Desenvolvimento Social Sustentável                                                                                                         ;993;"2012, 2013, 2014, 2015: Projetos comunitários; 2017, 2018, 2019: Realização de ações; 2020: Serviços de proteção social especial                      ";9459;"2010: Co-financiamento a Serviços de Proteção Social Especial de Média Complexidade - SST; 2011: Co-financiamento a serviços de proteção social especi";0;Recursos não destinados a contrapartida                                                                                                               ;129000102;Outras Transferências-Rec.do Tesouro - Exercício Corrente - Recursos do SUS e SUAS - Aux.Financeiro da L.C.173, art.5, Inciso I                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;29;Operações de Credito Interna - Recursos do Tesouro - Exercício Corrente                                                                               ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;41;Transferências a Municípios Fundo a Fundo                                                                                                             ;41;Contribuições                                                                                                                                         ;33414103;Transferências Fundo a Fundo                                                                                                                          ;281779;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE MONTE CARLO                                                                                                                                                                                                           ;0;Enfrentamento do COVID-19;0;0;0;19.132,62;19.132,62
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;26000;Secretaria de Estado do Desenvolvimento Social                                                                                                        ;260093;Fundo Estadual de Assistência Social                                                                                                                  ;26093;Fundo Estadual de Assistência Social                                                                                                                  ;6;Fundos Especiais                                                                          ;8;Assistência Social                                                                                                                                    ;244;Assistência Comunitária                                                                                                                               ;560;Proteção e Desenvolvimento Social Sustentável                                                                                                         ;993;"2012, 2013, 2014, 2015: Projetos comunitários; 2017, 2018, 2019: Realização de ações; 2020: Serviços de proteção social especial                      ";9459;"2010: Co-financiamento a Serviços de Proteção Social Especial de Média Complexidade - SST; 2011: Co-financiamento a serviços de proteção social especi";0;Recursos não destinados a contrapartida                                                                                                               ;129000102;Outras Transferências-Rec.do Tesouro - Exercício Corrente - Recursos do SUS e SUAS - Aux.Financeiro da L.C.173, art.5, Inciso I                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;29;Operações de Credito Interna - Recursos do Tesouro - Exercício Corrente                                                                               ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;41;Transferências a Municípios Fundo a Fundo                                                                                                             ;41;Contribuições                                                                                                                                         ;33414103;Transferências Fundo a Fundo                                                                                                                          ;220825;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DO MUNICIPIO DE LONTRAS                                                                                                                                                                                                  ;0;Enfrentamento do COVID-19;0;0;0;0;19.132,65
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;26000;Secretaria de Estado do Desenvolvimento Social                                                                                                        ;260093;Fundo Estadual de Assistência Social                                                                                                                  ;26093;Fundo Estadual de Assistência Social                                                                                                                  ;6;Fundos Especiais                                                                          ;8;Assistência Social                                                                                                                                    ;244;Assistência Comunitária                                                                                                                               ;560;Proteção e Desenvolvimento Social Sustentável                                                                                                         ;993;"2012, 2013, 2014, 2015: Projetos comunitários; 2017, 2018, 2019: Realização de ações; 2020: Serviços de proteção social especial                      ";9459;"2010: Co-financiamento a Serviços de Proteção Social Especial de Média Complexidade - SST; 2011: Co-financiamento a serviços de proteção social especi";0;Recursos não destinados a contrapartida                                                                                                               ;129000102;Outras Transferências-Rec.do Tesouro - Exercício Corrente - Recursos do SUS e SUAS - Aux.Financeiro da L.C.173, art.5, Inciso I                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;29;Operações de Credito Interna - Recursos do Tesouro - Exercício Corrente                                                                               ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;41;Transferências a Municípios Fundo a Fundo                                                                                                             ;41;Contribuições                                                                                                                                         ;33414103;Transferências Fundo a Fundo                                                                                                                          ;288679;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DO MUNICIPIO DE PINHEIRO PRETO - FMAS                                                                                                                                                                                    ;0;Enfrentamento do COVID-19;0;0;0;0;19.132,65
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;27000;Secretaria de Estado do Desenvolvimento Econômico Sustentável                                                                                         ;270024;Fundação de Amparo à Pesquisa e Inovação do Estado de Santa Catarina                                                                                  ;1;Gestão Geral                                                                                                                                          ;3;Fundação                                                                                  ;12;Educação                                                                                                                                              ;573;Difusão do Conhecimento Científico e Tecnológico                                                                                                      ;230;CTI - Fomento à Ciência, Tecnologia e Inovação                                                                                                        ;240;Bolsas de estudo                                                                                                                                      ;14764;Conceder bolsas para o incentivo à formação de pesquisadores na área da educação                                                                      ;0;Recursos não destinados a contrapartida                                                                                                               ;100000000;Recursos ordinários - recursos do tesouro - RLD                                                                                                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;0;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;90;Aplicações Diretas                                                                                                                                    ;18;Auxílio Financeiro a Estudantes                                                                                                                       ;33901802;Auxílio Estudantes para Desenv. de Estudos e Pesq. Natureza Científica                                                                                ;2085;FUNDACAO DE AMPARO A PESQUISA E INOVACAO DO ESTADO DE SANTA CATARINA                                                                                                                                                                                           ;0;Enfrentamento do COVID-19;0;0;0;33.200,00;4.100,00
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;48000;Secretaria de Estado da Saúde                                                                                                                         ;480091;Fundo Estadual de Saúde                                                                                                                               ;48091;Fundo Estadual de Saúde                                                                                                                               ;6;Fundos Especiais                                                                          ;10;Saúde                                                                                                                                                 ;302;Assistência Hospitalar e Ambulatorial                                                                                                                 ;430;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar                                                                                        ;220;Realização de convênios                                                                                                                               ;11328;"2012, 2013, 2014, 2015, 2016: Adequação e aquisição de equipamentos para a atenção a média e alta complexidade; 2017, 2018, 2019, 2020: Realização de ";0;Recursos não destinados a contrapartida                                                                                                               ;100000000;Recursos ordinários - recursos do tesouro - RLD                                                                                                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;0;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;50;Transf. a Inst. Priv. s/ Fins Lucrativos                                                                                                              ;41;Contribuições                                                                                                                                         ;33504102;Despesa com Entidades de Direito Privado                                                                                                              ;23227;FUNDACAO HOSPITALAR DE BLUMENAU                                                                                                                                                                                                                                ;0;Enfrentamento do COVID-19;0;0;0;164.092,82;164.092,82
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;48000;Secretaria de Estado da Saúde                                                                                                                         ;480091;Fundo Estadual de Saúde                                                                                                                               ;48091;Fundo Estadual de Saúde                                                                                                                               ;6;Fundos Especiais                                                                          ;10;Saúde                                                                                                                                                 ;302;Assistência Hospitalar e Ambulatorial                                                                                                                 ;430;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar                                                                                        ;220;Realização de convênios                                                                                                                               ;11328;"2012, 2013, 2014, 2015, 2016: Adequação e aquisição de equipamentos para a atenção a média e alta complexidade; 2017, 2018, 2019, 2020: Realização de ";0;Recursos não destinados a contrapartida                                                                                                               ;100000000;Recursos ordinários - recursos do tesouro - RLD                                                                                                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;0;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;50;Transf. a Inst. Priv. s/ Fins Lucrativos                                                                                                              ;41;Contribuições                                                                                                                                         ;33504102;Despesa com Entidades de Direito Privado                                                                                                              ;24959;FUNDACAO HOSPITALAR RIO NEGRINHO                                                                                                                                                                                                                               ;0;Enfrentamento do COVID-19;0;0;0;28.000,00;28.000,00
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;48000;Secretaria de Estado da Saúde                                                                                                                         ;480091;Fundo Estadual de Saúde                                                                                                                               ;48091;Fundo Estadual de Saúde                                                                                                                               ;6;Fundos Especiais                                                                          ;10;Saúde                                                                                                                                                 ;302;Assistência Hospitalar e Ambulatorial                                                                                                                 ;430;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar                                                                                        ;220;Realização de convênios                                                                                                                               ;11328;"2012, 2013, 2014, 2015, 2016: Adequação e aquisição de equipamentos para a atenção a média e alta complexidade; 2017, 2018, 2019, 2020: Realização de ";0;Recursos não destinados a contrapartida                                                                                                               ;100000000;Recursos ordinários - recursos do tesouro - RLD                                                                                                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;0;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;50;Transf. a Inst. Priv. s/ Fins Lucrativos                                                                                                              ;41;Contribuições                                                                                                                                         ;33504102;Despesa com Entidades de Direito Privado                                                                                                              ;241577;FUNDACAO HOSPITALAR SANTA OTILIA                                                                                                                                                                                                                               ;0;Enfrentamento do COVID-19;0;0;0;46.462,50;46.462,50
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;48000;Secretaria de Estado da Saúde                                                                                                                         ;480091;Fundo Estadual de Saúde                                                                                                                               ;48091;Fundo Estadual de Saúde                                                                                                                               ;6;Fundos Especiais                                                                          ;10;Saúde                                                                                                                                                 ;122;Administração Geral                                                                                                                                   ;430;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar                                                                                        ;1113;"2012, 2013, 2014, 2015: Complexo Intermodal  Catarinense; 2020: Enfrentamento da pandemia                                                             ";15037;Enfrentamento da Pandemia COVID19                                                                                                                     ;0;Recursos não destinados a contrapartida                                                                                                               ;100000000;Recursos ordinários - recursos do tesouro - RLD                                                                                                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;0;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;90;Aplicações Diretas                                                                                                                                    ;39;Outros Serviços Terceiros - Pessoa Jurídica                                                                                                           ;33903950;Serv. Médico-Hospitalar,Odont. e Laboratorial                                                                                                         ;171194;FUNDACAO HOSPITALAR SAO LOURENCO                                                                                                                                                                                                                               ;0;Enfrentamento do COVID-19;0;0;227.500,00;45.500,00;45.500,00
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;48000;Secretaria de Estado da Saúde                                                                                                                         ;480091;Fundo Estadual de Saúde                                                                                                                               ;48091;Fundo Estadual de Saúde                                                                                                                               ;6;Fundos Especiais                                                                          ;10;Saúde                                                                                                                                                 ;302;Assistência Hospitalar e Ambulatorial                                                                                                                 ;430;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar                                                                                        ;305;Realização de procedimentos                                                                                                                           ;11320;"2012, 2013, 2014, 2015, 2016: Assistência ambulatorial e hospitalar de média e alta complexidade contemplada na PPI; 2017, 2018, 2019: Realização de p";0;Recursos não destinados a contrapartida                                                                                                               ;223000101;Enfrentamento Corona Vírus                                                                                                                            ;2;Convenio - Sistema Único Saúde - Recursos de Outras Fontes - Exercício Corrente                                                                       ;23;Outras Transferencias - Recursos do Tesouro - Exercício Corrente                                                                                      ;3;Outras Fontes                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;90;Aplicações Diretas                                                                                                                                    ;39;Outros Serviços Terceiros - Pessoa Jurídica                                                                                                           ;33903950;Serv. Médico-Hospitalar,Odont. e Laboratorial                                                                                                         ;171194;FUNDACAO HOSPITALAR SAO LOURENCO                                                                                                                                                                                                                               ;0;Enfrentamento do COVID-19;0;0;0;10.500,00;10.500,00
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;48000;Secretaria de Estado da Saúde                                                                                                                         ;480091;Fundo Estadual de Saúde                                                                                                                               ;48091;Fundo Estadual de Saúde                                                                                                                               ;6;Fundos Especiais                                                                          ;10;Saúde                                                                                                                                                 ;302;Assistência Hospitalar e Ambulatorial                                                                                                                 ;430;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar                                                                                        ;305;Realização de procedimentos                                                                                                                           ;11320;"2012, 2013, 2014, 2015, 2016: Assistência ambulatorial e hospitalar de média e alta complexidade contemplada na PPI; 2017, 2018, 2019: Realização de p";0;Recursos não destinados a contrapartida                                                                                                               ;223000101;Enfrentamento Corona Vírus                                                                                                                            ;2;Convenio - Sistema Único Saúde - Recursos de Outras Fontes - Exercício Corrente                                                                       ;23;Outras Transferencias - Recursos do Tesouro - Exercício Corrente                                                                                      ;3;Outras Fontes                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;90;Aplicações Diretas                                                                                                                                    ;39;Outros Serviços Terceiros - Pessoa Jurídica                                                                                                           ;33903950;Serv. Médico-Hospitalar,Odont. e Laboratorial                                                                                                         ;23849;FUNDACAO MEDICA ASSISTENCIAL DOS TRABALHADORES RURAIS DE DESCANSO                                                                                                                                                                                              ;0;Enfrentamento do COVID-19;0;0;90.000,00;0;0
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;48000;Secretaria de Estado da Saúde                                                                                                                         ;480091;Fundo Estadual de Saúde                                                                                                                               ;48091;Fundo Estadual de Saúde                                                                                                                               ;6;Fundos Especiais                                                                          ;10;Saúde                                                                                                                                                 ;302;Assistência Hospitalar e Ambulatorial                                                                                                                 ;430;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar                                                                                        ;305;Realização de procedimentos                                                                                                                           ;11320;"2012, 2013, 2014, 2015, 2016: Assistência ambulatorial e hospitalar de média e alta complexidade contemplada na PPI; 2017, 2018, 2019: Realização de p";0;Recursos não destinados a contrapartida                                                                                                               ;223000101;Enfrentamento Corona Vírus                                                                                                                            ;2;Convenio - Sistema Único Saúde - Recursos de Outras Fontes - Exercício Corrente                                                                       ;23;Outras Transferencias - Recursos do Tesouro - Exercício Corrente                                                                                      ;3;Outras Fontes                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;90;Aplicações Diretas                                                                                                                                    ;39;Outros Serviços Terceiros - Pessoa Jurídica                                                                                                           ;33903950;Serv. Médico-Hospitalar,Odont. e Laboratorial                                                                                                         ;24452;FUNDACAO SOCIAL HOSPITALAR DE ICARA                                                                                                                                                                                                                            ;0;Enfrentamento do COVID-19;0;0;0;33.003,87;33.003,87
2020;9;Setembro ;5;5º Bimestre;3;3º Trimestre;3;3º Quadrimestre;2;2º Semestre;1;Executivo                                         ;48000;Secretaria de Estado da Saúde                                                                                                                         ;480091;Fundo Estadual de Saúde                                                                                                                               ;48091;Fundo Estadual de Saúde                                                                                                                               ;6;Fundos Especiais                                                                          ;10;Saúde                                                                                                                                                 ;122;Administração Geral                                                                                                                                   ;430;Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar                                                                                        ;1113;"2012, 2013, 2014, 2015: Complexo Intermodal  Catarinense; 2020: Enfrentamento da pandemia                                                             ";15037;Enfrentamento da Pandemia COVID19                                                                                                                     ;0;Recursos não destinados a contrapartida                                                                                                               ;100000000;Recursos ordinários - recursos do tesouro - RLD                                                                                                       ;1;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;0;Recursos Ordinarios - Recursos do Tesouro - Exercício Corrente                                                                                        ;1;Fonte Tesouro                                                                                                                                         ;3;Despesas Correntes                                                                                                                                    ;33;Outras Despesas Correntes                                                                                                                             ;90;Aplicações Diretas                                                                                                                                    ;39;Outros Serviços Terceiros - Pessoa Jurídica                                                                                                           ;33903950;Serv. Médico-Hospitalar,Odont. e Laboratorial                                                                                                         ;24452;FUNDACAO SOCIAL HOSPITALAR DE ICARA                                                                                                                                                                                                                            ;0;Enfrentamento do COVID-19;0;0;227.500,00;45.500,00;45.500,00
